Entity,AttributeName,Attribute
宫,颜色,彩色
铁岭县,建立时间,1393年
铁岭县,友好城市,铁岭市
铁岭县,建立时间,1393年
冲,笔画,6
金盏菊,界,植物界
巫,笔画,7
巫,部首,工
溪口,所属国家,中国
王如才,民族,汉族
王如才,国籍,中国
王如才,职业,教育
八角盘,中文学名,八角莲
八角盘,界,植物界
八角盘,种,八角莲
假叶树,界,植物界
假叶树,门,被子植物门
假叶树,纲,单子叶植物纲
假叶树,目,百合目
假叶树,科,百合科
假叶树,属,假叶树属
traditional,词性,形容词
黄香草木樨,界,植物界
黄香草木樨,科,豆科
黄香草木樨,属,草木樨属
石臼,开放时间,全天
白草,界,植物界
白草,门,种子植物门
白草,纲,单子叶植物纲
白草,目,禾本目
白草,科,禾本科
白草,属,狼尾草属
白龟,界,动物界
白龟,门,脊索动物
白龟,亚门,脊椎动物
白龟,纲,爬行
白龟,分布,中国
水果,别名,fruit
水果,界,植物界
雷神,外文名,Thor
雷神,画面颜色,彩色
雷神,电影等级,PG-13
秀姑峦溪,所在地,花莲
蚓,笔画,10
蚓,部首,虫
蚓,部首笔划,6
传,笔画,6
条,笔画,7
条,部首,木
氧化氮,中文名称,一氧化氮
氧化氮,化学式,NO
氧化氮,分子量,30
氧化氮,说明书编码,92
氧化氮,磁性,顺磁性
国庆,中文名,国庆节
国庆,法定假期,3天
臀纹粉蚧,界,动物界
臀纹粉蚧,门,节肢动物门
臀纹粉蚧,纲,昆虫纲
春白菜,界,植物界
春白菜,门,被子植物门
春白菜,纲,双子叶植物纲
春白菜,亚纲,五桠果亚纲
春白菜,目,白花菜目
春白菜,科,十字花科
春白菜,属,芸苔属
市藜,分布区域,新疆
本草品汇精要,语种,中文
螽斯,界,动物界
螽斯,科,螽斯科
螽斯,种,蝈蝈
幂函数,适用领域范围,数学
幂函数,分类,理学
蒂亚,所属地区,埃塞俄比亚
二氯苯,闪点,66
海榄雌,界,植物界
金川雪梨,界,植物界
临川,中文名,临川区
临川,行政类别,市辖区
临川,地方方言,赣语
纸坊,开放时间,无
Channel,中文名,通道
Channel,英文名,channel
墨西哥,货币,墨西哥比索
墨西哥,所属洲,北美洲
墨西哥,主要宗教,天主教
墨西哥,官方语言,西班牙语
墨西哥,首都,墨西哥城
夏代,中文名,夏朝
夏代,简称,夏
夏代,所属洲,亚洲
北伐,类型,战争
北极鼠,界,动物界
北极鼠,门,脊索动物门
北极鼠,亚门,脊椎动物亚门
北极鼠,纲,哺乳纲
北极鼠,亚纲,真兽亚纲
北极鼠,目,啮齿目
北极鼠,科,松鼠科
子孙球,界,植物界
花楸树,界,植物界
拣,笔画,8
题,笔画,15
题,部首,页
细毛羊,界,动物界
细毛羊,门,脊索动物门
细毛羊,纲,哺乳纲
春季,英文名,spring
小公鱼,界,动物界
小公鱼,门,脊索动物门
小公鱼,亚门,脊椎动物亚门
小公鱼,纲,硬骨鱼纲
小公鱼,科,鳀科
simple,专辑语言,日语
simple,曲目数量,11
黄翅缀叶野螟,界,动物界
黄翅缀叶野螟,门,节肢动物门
黄翅缀叶野螟,纲,昆虫纲
黄翅缀叶野螟,目,鳞翅目
黄翅缀叶野螟,科,螟蛾科
象限,来 源,数学
李振声,国籍,中国
SB,英文名,sb
彰,笔画,14
彰,部首笔划,3
芒麦草,别名,芒颖大麦草
芒麦草,界,植物界
芒麦草,门,被子植物门
芒麦草,纲,单子叶植物纲
芒麦草,目,禾本目
芒麦草,科,禾本科
芒麦草,属,大麦属
奇书,开本,16
乌拉特前旗,建立时间,1958年
乌拉特前旗,著名景点,乌梁素海
乌拉特前旗,地方方言,蒙古语
乌拉特前旗,建立时间,1958年
鳕鱼,界,动物界
Miwa,血型,A
Miwa,国籍,日本
蝴蝶果,界,植物界
水网藻,别名,水网
水网藻,界,植物界
水网藻,纲,绿藻纲
水网藻,目,绿球藻目
水网藻,属,水网藻属
杯状细胞,界,原生生物界
大麻竹,界,植物界
大麻竹,门,被子植物门
大麻竹,纲,单子叶植物纲
大麻竹,目,禾本目
大麻竹,科,禾本科
大麻竹,亚科,竹亚科
急性心肌梗死,季节分布,四季
急性心肌梗死,传染病,否
急性心肌梗死,就诊科室,内科
急性心肌梗死,发病部位,胸部
茓,笔画,8
沂水县,建立时间,秦代
沂水县,政府驻地,沂城街道
沂水县,行政类别,县
沂水县,行政类别,县
酿酒酵母,界,真菌界
砒霜,中文名称,三氧化二砷
菠,笔画,11
东兴金花茶,拉丁学名,Camellia indochinensis var. tunghinensis
东兴金花茶,界,植物界
东兴金花茶,分布区域,广西
奥斯汀,外文名,Austin
奥斯汀,行政区类别,城市
荆溪,中文名,荆溪镇
荆溪,所属国,中国
新乡,中文名,新乡市
阿富汗,国花,郁金香
阿富汗,国树,桑树
阿富汗,所属洲,亚洲
阿富汗,国庆日,8月19日
阿富汗,主要宗教,伊斯兰教
阿富汗,官方语言,波斯语
阿富汗,首都,喀布尔
fr,中文名称,钫
fr,符号,Fr
fr,族,1
fr,周期,7
fr,元素分区,s
山槟榔,界,植物界
山槟榔,门,被子植物门
山槟榔,纲,双子叶植物纲
山槟榔,亚纲,五桠果亚纲
山槟榔,目,白花菜目
山槟榔,科,白花菜科
卧佛寺,景区等级,全国重点文物保护单位
雷林,地区,云南
雷林,行业,医生
大夏,所属洲,亚洲
大夏,政体,君主制
大夏,常用语言,吐火罗语
大夏,官方语言,吐火罗语
绿区,电影公司,环球影业
绿区,上映地区,美国
绿区,语言版本,英语
绿区,画面颜色,彩色
落地生根属,界,植物界
落地生根属,门,被子植物门
落地生根属,纲,双子叶植物纲
落地生根属,目,蔷薇目
玉树藏族自治州,别称,遗址
玉树藏族自治州,建立时间,1951年
玉树藏族自治州,建立时间,1951年
玉树藏族自治州,行政类别,自治州
司马相如,所处时代,西汉
司马相如,民族族群,汉族
礁膜,界,原生生物界
礁膜,门,绿藻门
礁膜,纲,绿藻纲
礁膜,目,石莼目
礁膜,科,礁膜科
礁膜,属,礁膜属
高山气候,营业类型,公共事业
高山气候,分类,地理
半边月,界,植物界
半边月,门,被子植物门
半边月,纲,双子叶植物纲
半边月,目,川续断目
半边月,科,忍冬科
嗣,笔画,13
嗣,部首,口
红豆属,界,植物界
红豆属,科,蝶形花科
核桃楸,界,动物界
鳉,笔画,17
鳉,部首,鱼
鳉,部首笔划,8
渣滓,词性,名词
金焰,民族,朝鲜族
金焰,国籍,中国
齐兆生,性别,男
齐兆生,国籍,中国
齐兆生,职业,昆虫学家
五营,适宜游玩季节,春季
五营,省份,黑龙江
若,笔画,8
若,繁体部首,艸
埃利,国籍,美国
购,笔画,8
购,部首,贝
山毛榉属,界,植物界
山毛榉属,门,被子植物门
野芝麻,中文学名,月见草
野芝麻,界,植物界
野芝麻,种,月见草
绞股兰,界,植物界
绞股兰,门,被子植物
绞股兰,纲,双子叶植物
绞股兰,科,葫芦
金日成大学,类型,公立大学
柘,界,植物界
柘,门,被子植物门
柘,纲,双子叶植物纲
柘,目,荨麻目
柘,科,桑科
英格兰,外文名,England
英格兰,别称,英吉利
英格兰,政府驻地,伦敦
英格兰,货币,英镑
英格兰,国庆节,4月21日
英格兰,政体,君主立宪制
劣,笔画,6
劣,部首,力
磨坊,功能,磨面
乱者,作者,臣服
构,笔画,8
构,部首,木
草夹竹桃,中文学名,福禄考
草夹竹桃,界,植物界
草夹竹桃,种,福禄考
城市公园,开放时间,全天
城市公园,所在地,和田
沙漠绿洲,类型,地质
中国天气,类型,天气
中国天气,语言,中文
等腰梯形,英文名,isosceles trapezoid
曹操,所处时代,东汉末年
曹操,民族族群,汉族
蓝花草,界,植物界
饴,笔画,8
饴,部首笔划,3
盘菌目,界,植物界
盘菌目,亚门,子囊菌亚门
盘菌目,纲,盘菌纲
滇池海棠,界,植物界
滇池海棠,亚纲,蔷薇亚纲
滇池海棠,亚科,苹果亚科
江堤,民族,汉族
江堤,国籍,中国
弛张热,分类,医学
古松,作者,王安石
古松,朝代,北宋
古松,文学体裁,诗
古松,字数,56
古松,创作地点,庐山
蹄兔,界,动物界
蹄兔,纲,哺乳纲
蹄兔,目,蹄兔目
高钾血症,季节分布,四季
高钾血症,传染病,否
高钾血症,疫苗预防,否
高钾血症,就诊科室,内科
高钾血症,发病部位,全身
高钾血症,是否进入医保,否
高钾血症,中文名,高血钾症
斧鱼,界,动物界
棘颚口线虫,界,动物界
棘颚口线虫,目,旋尾目
棘颚口线虫,科,颚口科
桐油,界,植物界
桐油,门,被子植物门
中华水韭,界,植物界
斑蝶科,中文学名,斑蝶
斑蝶科,界,动物界
食物中毒,就诊科室,内科
皮包,材质,皮革
焚书坑,创作年代,晚唐
焚书坑,文学体裁,七言绝句
雀梅,界,植物界
医学衷中参西录,开本：,16
肾结石,传染病,否
肾结石,疫苗预防,否
肾结石,就诊科室,内科
肾结石,发病部位,肾
陈夏,地区,湖南
陈夏,行业,医生
Hyacinth,界,植物界
Hyacinth,门,被子植物门
Hyacinth,纲,单子叶植物纲
Hyacinth,目,天门冬目
Hyacinth,种,风信子
古代世界,价格,35
古代世界,语种,中文
古代世界,版次,1
青藏地区,荣誉称号,世界屋脊
乙酸异戊酯,危险性描述,刺激
蝴蝶花,界,植物界
蝴蝶花,象 征,大方
西门塔尔牛,界,动物界
西门塔尔牛,门,脊椎动物门
西门塔尔牛,纲,哺乳纲
西门塔尔牛,目,偶蹄目
西门塔尔牛,科,牛科
西门塔尔牛,亚科,牛亚科
西门塔尔牛,种,肉牛品种
医人,开本,16
阳历,中文名,公历
胡蜂,中文学名,黄蜂
胡蜂,界,动物界
唐宋,民族,汉
唐宋,国籍,中国
螽斯总科,英文名,Tettigonioidea
螽斯总科,界,动物界
通麦,开放时间,全天
刘慎谔,国籍,中国
猎兔犬,界,动物界
讥,笔画,4
王翰,所处时代,唐代
怀德,地区,江苏
怀德,行业,医生
詹金森,国籍,芬兰
袋鼠,界,动物界
龙牙草,界,植物界
银耳科,界,真菌界
化合水,举例,水云母
酐,笔画,10
酐,部首,酉
肥城,中文名,肥城市
肥城,友好城市,泰安市
肥城,行政类别,县级市
绵毛离壁壳,界,真菌界
钱令希,国籍,中国
钱令希,去世日期,2009年
樟蚕,界,动物界
樟蚕,目,鳞翅目
樟蚕,科,大蚕蛾科
辣根,界,植物界
辣根,科,十字花科
砾,笔画,10
砾,部首,石
箬,繁体,蒻
箬,笔画,14
箬,部首,竹
原虫,界,动物界
原虫,结构,单细胞生物
鼻塞,传染病,否
鼻塞,就诊科室,五官科
鼻塞,发病部位,鼻子
鼻塞,是否进入医保,否
战国策,作者,刘向
战国策,语种,中文
墨吉对虾,界,动物界
荔枝干,防腐剂,否
小腿,属性,器官
悬链线,属性,曲线
五,笔画,4
五,部首,二
狐属,界,动物界
紫萁蕨目,中文学名,紫萁
紫萁蕨目,界,真菌界
紫萁蕨目,亚门,真蕨亚门
紫萁蕨目,科,紫萁科
紫萁蕨目,属,紫萁属
贻贝目,界,动物界
贻贝目,门,软体动物门
科尔伯,性别,男
科尔伯,国籍,德国
科尔伯,运动项目,足球
科尔伯,场上位置,前锋
科尔伯,球衣号码,29
日本国,英文名,Japan
日本国,别名,日本
日本国,货币,日元
日本国,国鸟,绿尾虹雉
日本国,国树,杉树
日本国,所属洲,亚洲
日本国,国庆日,2月11日
日本国,常用语言,日语
日本国,官方语言,日语
日本国,首都,东京
日本国,国家代码,JPN
日本国,最大城市,东京
日本国,地理最高点,富士山
日本国,中央银行,日本银行
日本国,国际电话区号,81
梨俱吠陀,所属国家,印度
秦淮,中文名,秦淮区
秦淮,行政类别,市辖区
秦淮,电话区码,025
联大,中文名,联合国大会
娑,笔画,10
娑,部首,女
哒,笔画,9
哒,部首,口
triple,上映地区,韩国
triple,画面颜色,彩色
triple,主要奖项,无
孟德尔定律,提出时间,1865年
渊,笔画,11
渊,部首笔划,3
女士,英文名,Ms
小翅蛾科,界,动物界
小翅蛾科,门,节肢动物门
小翅蛾科,纲,昆虫纲
小翅蛾科,亚纲,有翅亚纲
小翅蛾科,目,鳞翅目
赫尔辛基大学,类型,综合性大学
厣,笔画,11
厣,部首,厂
天堂鱼,界,动物界
食蚜斑腹蝇,界,动物界
食蚜斑腹蝇,目,双翅目
食蚜斑腹蝇,科,寄蝇科
鸟巢蕨,界,植物界
菊花春,界,植物界
菊花春,门,被子植物门
菊花春,纲,双子叶植物纲
菊花春,目,山茶目
菊花春,科,山茶科
菊花春,属,山茶属
卅,笔画,4
螣,笔画,16
螣,部首,虫
螣,部首笔划,6
子路,所处时代,春秋时期
秦,中文名,秦朝
秦,首都,咸阳
秦,所属洲,亚洲
秦,政治体制,君主专制政体
秦,主要民族,华夏族
风暴,外文名称,storm
直升飞机,中文名,直升机
酵素,别名,酶
酵素,主要危害,无
酵素,功能,催化
dm,简称,DM
鲍属,界,动物界
腠,笔画,13
腠,部首,月
蒙古冰草,界,植物界
蒙古冰草,科,禾本科
蒙古冰草,属,冰草属
鼬属,界,动物界
鼬属,门,脊索动物门
鼬属,亚门,脊椎动物亚门
鼬属,纲,哺乳纲
鼬属,目,食肉目
鼬属,科,鼬科
口气,外文名,tone
口气,季节分布,四季
口气,传染病,否
口气,就诊科室,五官科
口气,发病部位,口腔
mp,中文名称,边际产量
mp,别称,MP
mp,适用领域范围,企业
mp,中文名,边际产量
拉森,性别,男
拉森,运动项目,足球
人身依附,对象,农民
双程,画面颜色,彩色
双程,拍摄地点,无锡
双程,制片地点,中国大陆
论文摘要,语 言,中文
胁,笔画,8
胁,部首,月
白样观音,界,植物界
脓性分泌物,季节分布,四季
脓性分泌物,传染病,否
脓性分泌物,显状部位,皮肤
狼蛛,界,动物界
狼蛛,门,节肢动物门
狼蛛,目,蜘蛛目
狼蛛,科,狼蛛科
茶经述评,语种,中文
百叶蔷薇,界,植物界
百叶蔷薇,门,种子植物门
百叶蔷薇,纲,双子叶植物纲
百叶蔷薇,亚纲,蔷薇亚纲
独活,界,植物界
独活,门,被子植物门
独活,纲,双子叶植物纲
独活,目,伞形目
独活,科,伞形科
独活,属,当归属
牡丹亭,主创人员,汤显祖
辉石,晶系,斜方晶系
辉石,光泽,玻璃光泽
卡桑,性别,男
卡桑,运动项目,足球
卡桑,出生日期,1984年
枣酒,主要原料,干枣
枣酒,防腐剂,否
大河,上映时间,1984年
大河,上映地区,法国
大河,语言版本,英语
大河,画面颜色,彩色
幂,笔画,12
shift,领域,电子计算机
酰,笔画,13
酰,部首,酉
逾,笔画,12
逾,部首笔划,3
紫花槭,界,植物界
鼠李,界,植物界
鼠李,科,鼠李科
蹈,笔画,17
蹈,部首,足
鸭跖草,界,植物界
匹,笔画,4
mg,总部地点,英国
杭,笔画,8
杭,部首,木
莫迪,中文名,纳伦德拉·莫迪
莫迪,性别,男
莫迪,国籍,印度
莫迪,宗教信仰,印度教
tu,网站名称,土豆
tu,商业性质,股份有限公司
三七,界,植物界
三七,门,被子植物门
三七,纲,双子叶植物纲
三七,目,伞形目
三七,科,五加科
三七,生态习性,陆生植物
三七,生活型,多年生草本
三七,土 壤,砂壤土
BW,发行,任天堂
田鸡,中文学名,蛙
田鸡,外文名,frog
田鸡,界,动物界
田鸡,门,脊索动物门
田鸡,亚门,脊椎动物亚门
田鸡,纲,两栖纲
甜叶菊,界,植物界
甜叶菊,门,被子植物门
甜叶菊,纲,双子叶植物纲
甜叶菊,科,菊科
叶尔羌河,所在洲,亚洲
京都府,所属地区,日本
沙坡头,建立时间,1984
沙坡头,所属国家,中国
沙坡头,建造时期,1984年
朱厄尔,英文名,Jewell
朱厄尔,性别,男
朱厄尔,国籍,英国
朱厄尔,民族,汉族
朱厄尔,职业,足球运动员
犬细小病毒,产生时间,1978年
沼泽山雀,界,动物界
沼泽山雀,属,Poecile
阿克苏地区,行政类别,地区
阿克苏地区,地方方言,维吾尔语
阿克苏地区,地方方言,维吾尔语
阿克苏地区,行政类别,地区
构效关系,领域,药学
构效关系,缩写,SAR
德梅兰,国籍,德国
德梅兰,身高,191
浮山堰,主体,土坝
点地梅,界,植物界
CoA,英文名,COA
西欧,货币,欧元
最高记录,类别,动作
最高记录,上映地区,美国
最高记录,语言版本,英语
最高记录,画面颜色,彩色
苎麻赤蛱蝶,目,鳞翅目
苎麻赤蛱蝶,科,蛱蝶科
八色鸫科,界,动物界
丰润,行政类别,市辖区
Elements,语言,日语
铁青,别名,死色
巴比伦,所属洲,亚洲
巴比伦,政体,君主制
巴比伦,主要宗教,基督教
真蕨目,别名,水龙骨目
真蕨目,界,植物界
泗县,行政类别,县
泗县,行政类别,县
泗县,建立时间,北周
上林苑,建造者,刘彻
红星梭子蟹,界,动物界
荐,笔画,9
桑园,上映地区,台湾
桑园,开放时间,无
新加坡植物园,地理位置,新加坡
大红蔷薇,界,植物界
大红蔷薇,门,被子植物门
大红蔷薇,纲,双子叶植物纲
大红蔷薇,科,蔷薇科
大红蔷薇,亚科,蔷薇亚科
大红蔷薇,属,蔷薇属
大红蔷薇,命名者及年代,Baker
亨德里克斯,性别,男
亨德里克斯,国籍,比利时
亨德里克斯,运动项目,足球
古蜀国,别名,蜀国
古蜀国,政体,君主制
白露山,所在地,金华
甘蓝,界,植物界
庐江县,行政类别,县
庐江县,行政类别,县
鸡蛋清,英文名,Egg
舌炎,季节分布,四季
舌炎,传染病,否
舌炎,就诊科室,内科
舌炎,发病部位,舌头
镶点石斑鱼,界,动物界
镶点石斑鱼,亚纲,辐鳍亚纲
镶点石斑鱼,属,石斑鱼属
卖花渔村,行政区,村
茜草目,界,植物界
鳄形短体鳗,界,动物界
鳄形短体鳗,门,脊索动物门
鳄形短体鳗,亚门,脊椎动物亚门
鳄形短体鳗,纲,硬骨鱼纲
鳄形短体鳗,亚纲,辐鳍亚纲
鳄形短体鳗,目,鳗鲡目
鳄形短体鳗,科,蛇鳗科
TVB,中文名称,电视广播有限公司
TVB,荣誉主席,邵逸夫
hun,英文名,Hun
hun,音乐公司,Ed Banger Records
hun,语言,英语
炖鸡,主要食材,鸡
冷水鱼,界,动物界
冷水鱼,门,脊索动物门
冷水鱼,亚 门,脊椎动物亚门
冷水鱼,纲,鱼纲
杨单,国籍,中国
张克家,籍贯,湖南
张克家,国籍,中国
白薇,界,植物界
江南制造局,创建人,李鸿章
江南制造局,所属地区,上海
Springer,总部所在地,德国
萁,笔画,11
子姜,界,植物界
子姜,门,被子植物门
子姜,纲,单子叶植物纲
子姜,目,姜目
子姜,科,姜科
子姜,属,姜属
粳,笔画,13
粳,部首,米
氯丹,沸点,175
白龙球,界,植物界
汉口,火车站,汉口火车站
汉口,行政类别,地区
责任田,性质,土地类型
李白,性别,男
李白,职业,诗人
李白,所处时代,唐朝
李白,民族族群,汉族
格林卡,性别,男
格林卡,国籍,希腊
格林卡,体重,68
格林卡,专业,乒乓球
格林卡,运动项目,乒乓球
桃条麦蛾,界,动物界
桃条麦蛾,门,节肢动物门
桃条麦蛾,纲,昆虫纲
桃条麦蛾,目,鳞翅目
桃条麦蛾,科,麦蛾科
红笛鲷,界,动物界
红笛鲷,科,笛鲷科
宝鸡市,中文名,宝鸡
宝鸡市,知名产业,青铜器
宝鸡市,行政类别,地级市
宝鸡市,行政类别,地级市
四川白甲鱼,界,动物界
四川白甲鱼,门,脊索动物门
四川白甲鱼,纲,硬骨鱼纲
四川白甲鱼,目,鲤形目
四川白甲鱼,科,鲤科
四川白甲鱼,亚科,鲃亚科
疟原虫,界,动物界
疟原虫,纲,孢子虫纲
疟原虫,目,血孢子虫目
疟原虫,科,疟原虫科
河,笔画,8
鸜鹆,界,动物界
鸜鹆,目,雀形目
鸜鹆,科,椋鸟科
神门,五行属性,土
古筝,出现时间,战国时期
内孢圆霜霉,界,真菌界
内孢圆霜霉,门,真菌门
内孢圆霜霉,亚门,鞭毛菌亚门
内孢圆霜霉,纲,藻状菌纲
内孢圆霜霉,目,霜霉目
内孢圆霜霉,科,腐霉科
虱,笔画,8
虱,部首,虫
尿胆红素,定性,阴性
宴,笔画,10
宴,部首笔划,3
蚧虫,中文学名,蚧壳虫
蚧虫,界,动物界
蚧虫,纲,昆虫纲
蚧虫,目,同翅目
蚧虫,科,盾蚧科
蚧虫,种,蚧壳虫
龙虾,界,动物界
龙虾,门,节肢动物门
龙虾,亚门,甲壳亚门
龙虾,目,十足目
DDT,中文名称,滴滴涕
DDT,闪点,72
羧,笔画,13
羧,部首,羊
视,笔画,8
视,部首,见
视,结构,左右
聚酰胺树脂,英文名,PA
聚酰胺树脂,类别,化工原料
聚酰胺树脂,俗称,尼龙
肝脓肿,就诊科室,内科
肝脓肿,发病部位,肝
红嘴鹲,界,动物界
吊金钱,界,植物界
莫斯利,性别,男
莫斯利,国籍,加拿大
莫斯利,籍贯,加拿大
莫斯利,出生地,加拿大
莫斯利,身高,175
莫斯利,专业,拳击
孚,笔画,7
孚,部首,子
孚,部外笔画,4
饥,笔画,5
龙羊峡,类别,青海省
龙羊峡,行政区类别,青海省
龙羊峡,类别,风景名胜
太姥山,所属国家,中国
单丝壳,界,植物界
单丝壳,纲,子囊菌纲
单丝壳,目,白粉菌目
单丝壳,科,白粉菌科
黑姑鱼,界,动物界
黑姑鱼,门,脊索动物门
黑姑鱼,亚门,脊椎动物亚门
黑姑鱼,纲,硬骨鱼纲
黑姑鱼,亚纲,辐鳍亚纲
黑姑鱼,科,石首鱼科
婺源,中文名,婺源县
汤旺河,所在洲,亚洲
山矾科,界,植物界
壁布,中文名,墙纸
海北,建立时间,1902年
绿穗苋,界,植物界
苕,笔画,8
大问题,语种,中文
杞菊地黄丸,药品类型,中药
豆小卷叶蛾,界,动物界
豆小卷叶蛾,门,节肢动物门
豆小卷叶蛾,纲,昆虫纲
豆小卷叶蛾,亚纲,有翅亚纲
豆小卷叶蛾,目,鳞翅目
曾昭顺,国籍,中国
章宗,别称,金章宗
章宗,所处时代,金代
章宗,民族族群,女真族
硝化细菌,种,好氧性细菌
IC,中文名,集成电路
超短波电台,应用学科,通信
昆山石,硬度,7
柔佛,首府,新山
木兰属,外文名,Magnolia
木兰属,界,植物界
魏呈润,民族,汉族
魏呈润,国籍,中国
DOPA,出生地,首尔
DOPA,性别,男
DOPA,国籍,韩国
DOPA,身高,170
阴道炎,传染病,否
阴道炎,疫苗预防,否
阴道炎,就诊科室,妇产科
阴道炎,发病部位,阴道
阴道炎,多发人群,女性
紫蜣螂,界,动物界
钵,笔画,10
Tower,英文名,tower
管蓟马科,界,动物界
生态适应,隶属,生物学
生态适应,类型,过程
秋子,外文名称,Sarah
医用羊肠线,主要成分,胶原蛋白
墓,笔画,13
墓,部首,土
挞,笔画,9
腺梗蔷薇,界,植物界
燕尾,界,动物界
亨德森,国籍,英格兰
亨德森,职业,运动员
汤姆林森,毕业院校,诺丁汉大学
艾叶,界,植物界
核桃园,开放时间,全天
核桃园,所在地,丽江
云贵高原,地形种类,喀斯特地形
水杨,中文学名,青杨
水杨,界,植物界
水杨,种,青杨
灵渠,所在地,桂林
灵渠,类别,名胜古迹
广场,导演,鲁本·奥斯特伦德
广场,语言版本,英语
广场,画面颜色,彩色
骨肿瘤,发病部位,全身
张旨,性别,男
张旨,职业,官吏
张旨,所处时代,北宋
张旨,国籍,中国
松子,别名,红松
果肉饮料,营养成分,维生素
果肉饮料,副作用,无
果肉饮料,防腐剂,否
广宁,所属地区,广东省
广宁,行政类别,县
IP,别名,网络协议
银苞芋,界,植物界
银苞芋,门,被子植物门
婺,笔画,12
婺,部首,女
婺,部外笔画,9
明湖,开放时间,无
雀舌草,别名,地耳草
雀舌草,界,植物界
蝾螈,界,动物界
司马法,语种,汉语
司马法,出版时间,2004年
蝎子,性别,男
丽蝇,界,动物界
自由基,类型,化学
自由基,条件,光热
墨角藻,界,植物界
墨角藻,门,褐藻门
墨角藻,目,墨角藻目
多肽,英文名,peptide
戴维森,国籍,澳大利亚
戴维森,运动项目,足球
戴维森,性别,男
戴维森,场上位置,后卫
戴维森,球衣号码,29
瘢痕疙瘩,传染病,否
瘢痕疙瘩,类型,疾病
library,中文名,图书馆
山东省,地标建筑,泰山
山东省,地方方言,官话
山东省,行政类别,省
乌雕,界,动物界
乌雕,门,脊索动物门
乌雕,纲,鸟纲
乌雕,目,隼形目
乌雕,科,鹰科
列,笔画,6
复叶槭,界,植物界
圆白菜,中文学名,卷心菜
圆白菜,界,植物界
圆白菜,门,被子植物门
圆白菜,纲,双子叶植物纲
圆白菜,亚纲,五桠果亚纲
圆白菜,目,十字花目
圆白菜,科,十字花科
圆白菜,属,芸苔属
圆白菜,种,甘蓝
圆白菜,亚种,结球甘蓝
王族,民族,汉族
王族,国籍,中国
王族,出生日期,1972年
王族,性别,男
王族,国籍,中国
王族,民族,汉
王族,职业,作家
王族,政党,中国共产党
信州大学,类型,国立大学
获鹿,中文名,获鹿镇
获鹿,所属国,中国
获鹿,行政区类别,镇
旋花科,界,植物界
贵溪,知名产业,矿产
贵溪,行政类别,县级市
贵溪,地方方言,赣语
杧果叶,界,植物界
杧果叶,门,被子植物门
杧果叶,纲,双子叶植物纲
杧果叶,科,漆树科
杧果叶,种,杧果
楚,所属国家,中国
楚,政体,君主制
广西青梅,界,植物界
广西青梅,门,被子植物门
广西青梅,科,龙脑香科
广西青梅,属,青梅属
柯兴氏综合征,季节分布,四季
柯兴氏综合征,传染病,否
柯兴氏综合征,疫苗预防,否
柯兴氏综合征,就诊科室,内科
柯兴氏综合征,发病部位,全身
联合国大会,别称,联大
额尔古纳河,开放时间,全天
樟木,界,植物界
樟木,门,被子植物门
樟木,纲,双子叶植物纲
樟木,目,樟目
樟木,科,樟科
樟木,属,樟属
樟木,种,樟
樟木,所在地,日喀则
赞,笔画,16
赞,部首,贝
赞,部首笔划,4
茶祖,起源,中国
茶祖,性别,男
澳洲胡桃,界,植物界
澳洲胡桃,科,山龙眼科
information,中文名,信息
information,词性,名词
瑞士,货币,瑞士法郎
瑞士,所属洲,欧洲
瑞士,政体,联邦制
瑞士,首都,伯尔尼
瑞士,国家代码,CH
瑞士,最大城市,苏黎世
红花烟草,界,植物界
军,笔画,6
频数,别名,次数
红肉苹果,界,植物界
敬亭山,适宜游玩季节,夏季
敬亭山,景区等级,其他
敬亭山,类别,风景名胜
白瓜,中文学名,西葫芦
白瓜,界,植物界
短鳍红娘鱼,界,动物界
市长,上级官职,省长
市长,下级官职,县长
威廉斯,国籍,美国
威廉斯,职业,歌手
萤石,别名,氟石
slow,英文名,Slow
宝瓶口,开放时间,全天
锈赤扁谷盗,界,动物界
锈赤扁谷盗,门,节肢动物门
锈赤扁谷盗,亚门,六足亚门
锈赤扁谷盗,纲,昆虫纲
锈赤扁谷盗,目,鞘翅目
高知县,所属地区,日本
高知县,政府驻地,高知市
高知县,行政类别,一级行政区
金法,地区,广东
金法,行业,医生
特拉华州,所属地区,美国
固氮鱼腥藻,界,植物界
固氮鱼腥藻,门,蓝藻门
固氮鱼腥藻,纲,蓝藻纲
固氮鱼腥藻,目,念珠藻目
固氮鱼腥藻,属,鱼腥藻属
杜松,界,植物界
杜松,科,柏科
杜松,属,刺柏属
特克斯河,所在洲,亚洲
苍鹰,别名,黄鹰
苍鹰,界,动物界
图方,小说类型,短篇小说
1926年,分类,时间
北极鳕,界,动物界
蚜科,界,动物界
溏,笔画,13
莱阳梨,别名,茌梨
莱阳梨,界,植物界
菲洛,性别,男
菲洛,国籍,捷克
菲洛,运动项目,足球
散,笔画,12
军舰鸟科,界,动物界
香桦,界,植物界
山丁子,中文学名,山荆子
山丁子,界,植物界
备急千金要方,作者,孙思邈
备急千金要方,最早出版时间,唐代
皖北,所属地区,安徽省
蓖麻,界,植物界
印花税,名称来自,中国
呼,笔画,8
呼,部首,口
陛下,国籍,中国
陛下,职业,帝王
板蕉,中文学名,芭蕉
板蕉,界,植物界
板蕉,门,被子植物门
板蕉,纲,单子叶植物纲
